b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
33030144	33030144	10652544	10652544	22020096	77320	21227768	22020096	77044	56656	0	528411	82	
33030144	33030144	10788120	10516968	22167552	33940	21271148	22020096	145928	135576	0	258226	0	
33030144	33030144	11161176	10143912	22548480	33092	21271996	22020096	318440	315308	0	278553	3045	
33030144	33030144	11110420	10194668	22487040	172	21304916	22020096	461156	460984	0	250127	14718	
33030144	33030144	11339420	9965668	22716416	24	21305064	22020096	686980	686956	0	256098	399393	
33030144	33030144	10652540	10652548	22020096	24	21305064	22020096	24	0	0	109770	0	
33030144	33030144	11682924	9622164	23060480	24	21305064	22020096	1030408	1030384	0	306068	4293266	
33030144	33030144	10652540	10652548	22020096	96	21304992	22020096	96	0	0	104485	0	
33030144	33030144	10652544	10652544	22020096	456	21304632	22020096	456	0	0	106968	0	
33030144	33030144	12198180	9106908	23576576	24	21305064	22020096	1546096	1546072	0	453115	339050	
33030144	33030144	10652540	10652548	22020096	24	21305064	22020096	24	0	0	110275	0	
33030144	33030144	10652536	10652552	22020096	96	21304992	22020096	96	0	0	92960	0	
33030144	33030144	10652544	10652544	22020096	2196	21302892	22020096	2196	0	0	152833	0	
33030144	33030144	12971068	8334020	24350720	24	21305064	22020096	2320720	2320696	0	657726	105678	
33030144	33030144	10652544	10652544	22020096	24	21305064	22020096	24	0	0	112276	0	
33030144	33030144	10652540	10652548	22020096	508	21304580	22020096	508	0	0	93511	0	
33030144	33030144	10652540	10652548	22020096	288	21304800	22020096	700	412	0	114257	81	
33030144	33030144	10652544	10652544	22020096	80	21305008	22020096	344	264	0	185678	91	
33030144	33030144	10652544	10652544	22020096	24	21305064	22020096	80	56	0	115179	70	
33030144	33030144	14130396	7174692	25509888	24	21305064	22020096	3477876	3477852	0	775440	14491050	
33030144	33030144	10652536	10652552	22020096	152	21304936	22020096	152	0	0	115979	0	
33030144	33030144	10652536	10652552	22020096	96	21304992	22020096	152	56	0	98365	36	
33030144	33030144	10652540	10652548	22020096	96	21304992	22020096	96	0	0	95172	0	
33030144	33030144	10652544	10652544	22020096	52	21305036	22020096	52	0	0	91642	0	
33030144	33030144	10652540	10652548	22020096	24	21305064	22020096	52	28	0	93786	53	
33030144	33030144	10652544	10652544	22020096	24	21305064	22020096	24	0	0	92028	0	
33030144	33030144	10652544	10652544	22020096	24	21305064	22020096	24	0	0	89937	0	
33030144	33030144	10652540	10652548	22020096	4244	21300844	22020096	4244	0	0	130748	0	
33030144	33030144	15869384	5435704	27246592	24	21305064	22020096	5221088	5221064	0	1196356	123022	
33030144	33030144	10652536	10652552	22020096	24	21305064	22020096	24	0	0	109403	0	
33030144	33030144	10652540	10652548	22020096	80	21305008	22020096	80	0	0	114162	0	
33030144	33030144	10652536	10652552	22020096	24	21305064	22020096	80	56	0	115169	70	
33030144	33030144	10652536	10652552	22020096	264	21304824	22020096	264	0	0	92484	0	
33030144	33030144	10652540	10652548	22020096	616	21304472	22020096	784	168	0	116823	63	
33030144	33030144	10652536	10652552	22020096	96	21304992	22020096	628	532	0	119581	86	
33030144	33030144	10652544	10652544	22020096	180	21304908	22020096	180	0	0	115775	0	
33030144	33030144	10652540	10652548	22020096	1712	21303376	22020096	1796	84	0	114288	46	
33030144	33030144	10652536	10652552	22020096	48	21305040	22020096	1664	1616	0	138613	94	
33030144	33030144	10652540	10652548	22020096	24	21305064	22020096	24	0	0	92103	0	
33030144	33030144	10652536	10652552	22020096	24	21305064	22020096	24	0	0	90667	0	
33030144	33030144	10652540	10652548	22020096	24	21305064	22020096	24	0	0	91253	0	
33030144	33030144	10652536	10652552	22020096	24	21305064	22020096	24	0	0	90023	0	
33030144	33030144	18477872	2827216	29855744	24	21305064	22020096	7825356	7825332	0	1775404	32605550	
33030144	33030144	10652540	10652548	22020096	96	21304992	22020096	96	0	0	104867	0	
33030144	33030144	10652536	10652552	22020096	196	21304892	22020096	196	0	0	113323	0	
33030144	33030144	10652540	10652548	22020096	36	21305052	22020096	136	100	0	118890	51	
33030144	33030144	10652544	10652544	22020096	24	21305064	22020096	24	0	0	125637	0	
33030144	33030144	10652536	10652552	22020096	24	21305064	22020096	24	0	0	90920	0	
