b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
15728640	15728640	5072548	5072732	10485760	33288	10111992	10485760	37596	36904	0	119093	97	
15728640	15728640	5072548	5072732	10485760	636	10144644	10485760	692	56	0	49136	8	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	40506	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	38958	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39201	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39051	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39044	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	38320	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	42441	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	40517	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39333	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39184	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	39271	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	38632	0	
