b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
17301504	17301504	5579812	5579996	11534336	33340	11126468	11534336	37248	36556	0	139185	97	
17301504	17301504	5579812	5579996	11534336	636	11159172	11534336	692	56	0	47413	8	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	42577	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	40720	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	41377	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	41090	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	41358	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	40293	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39862	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39614	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	40281	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	40097	0	
