b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
14155776	14155776	4565284	4565468	9437184	33340	9097412	9437184	37368	36676	0	152211	97	
14155776	14155776	4565284	4565468	9437184	636	9130116	9437184	692	56	0	46107	8	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	49420	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	43146	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	53748	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	42349	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	39284	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	38063	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37986	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37956	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37978	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37740	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37920	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	38663	0	
14155776	14155776	4565376	4565376	9437184	932	9129820	9437184	932	0	0	37891	0	
