b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
6291456	6291456	2029056	0	4194304	240	2028816	4194304	162664	162424	0	221153	99	
6291456	6291456	2029056	0	4194304	36	2029020	4194304	240	204	0	53417	85	
6291456	6291456	2029056	0	4194304	108	2028948	4194304	108	0	0	29334	0	
6291456	6291456	2029056	0	4194304	252	2028804	4194304	324	72	0	74786	66	
6291456	6291456	2029056	0	4194304	48	2029008	4194304	264	216	0	39208	85	
6291456	6291456	2029056	0	4194304	264	2028792	4194304	264	0	0	41948	0	
6291456	6291456	2029056	0	4194304	108	2028948	4194304	264	156	0	29937	59	
6291456	6291456	2029056	0	4194304	156	2028900	4194304	156	0	0	28381	0	
6291456	6291456	2029056	0	4194304	728	2028328	4194304	271144	270416	0	45189	173343	
