b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
17301504	17301504	5579812	5579996	11534336	33340	11126468	11534336	37656	36964	0	150137	97	
17301504	17301504	5579812	5579996	11534336	636	11159172	11534336	692	56	0	75299	8	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	43513	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	45656	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	47989	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	41091	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39951	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39361	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39164	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	37929	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	39112	0	
17301504	17301504	5579904	5579904	11534336	932	11158876	11534336	932	0	0	62630	0	
