b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
15728640	15728640	5072508	5072772	10485760	33064	10112216	10485760	37092	36676	0	152835	97	
15728640	15728640	5072548	5072732	10485760	636	10144644	10485760	692	56	0	53790	13	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	43575	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	63595	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	45159	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	49911	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	44108	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	41507	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	42332	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	52362	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	44495	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	43819	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	43254	0	
15728640	15728640	5072640	5072640	10485760	932	10144348	10485760	932	0	0	49814	0	
