b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
20447232	20447232	6594340	6594524	13631488	33340	13155524	13631488	37452	36760	0	150909	98	
20447232	20447232	6594340	6594524	13631488	636	13188228	13631488	692	56	0	107097	8	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	80470	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	73933	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	72272	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	72872	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	58898	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	50314	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	46745	0	
20447232	20447232	6594432	6594432	13631488	932	13187932	13631488	932	0	0	69601	0	
