b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
17301504	17301504	5579812	92	11534336	33340	5546564	11534336	37656	36964	0	154361	97	
17301504	17301504	5579812	92	11534336	636	5579268	11534336	692	56	0	65747	8	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	70011	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	48261	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	44976	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	63794	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	44689	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	42756	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	44060	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	42514	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	42642	0	
17301504	17301504	5579904	0	11534336	932	5578972	11534336	932	0	0	42660	0	
