b_initial_y_size_0	b_max_y_size_1	b_used_2	b_available_3	b_committed_4	a_used_5	a_available_6	a_committed_7	a_survived_8	a_promoted_9	a_copied_10	a_time_in_ns_11	promotion_rate_12
6291456	6291456	2029056	2029056	4194304	240	4057872	4194304	162664	162424	0	317793	99	
6291456	6291456	2029056	2029056	4194304	36	4058076	4194304	240	204	0	54571	85	
6291456	6291456	2029056	2029056	4194304	108	4058004	4194304	108	0	0	29892	0	
6291456	6291456	2029056	2029056	4194304	252	4057860	4194304	324	72	0	36704	66	
6291456	6291456	2029056	2029056	4194304	48	4058064	4194304	264	216	0	40007	85	
6291456	6291456	2029056	2029056	4194304	264	4057848	4194304	264	0	0	39218	0	
6291456	6291456	2029056	2029056	4194304	108	4058004	4194304	264	156	0	30643	59	
6291456	6291456	2029056	2029056	4194304	156	4057956	4194304	156	0	0	42271	0	
6291456	6291456	2299472	1758640	4489216	728	4057384	4194304	271144	270416	0	50030	173343	
